Name,organism,country,city/state,county,isolation_source,host,collection_date, ,species,group
MH166890,West Nile virus,USA,VA,Norfolk County,,mosquito,2006,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166891,West Nile virus,USA,VA,Norfolk County,,mosquito,2007,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166892,West Nile virus,USA,VA,Norfolk County,,mosquito,2008,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166893,West Nile virus,USA,VA,Norfolk County,,mosquito,2010,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166894,West Nile virus,USA,VA,Norfolk County,,mosquito,2007,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166895,West Nile virus,USA,VA,Norfolk County,,mosquito,2005,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166896,West Nile virus,USA,VA,Norfolk County,,mosquito,2009,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166897,West Nile virus,USA,VA,Norfolk County,,mosquito,2010,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166898,West Nile virus,USA,VA,Norfolk County,,mosquito,2008,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166899,West Nile virus,USA,VA,Norfolk County,,mosquito,2002,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166900,West Nile virus,USA,VA,Norfolk County,,mosquito,2003,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166902,West Nile virus,USA,VA,Norfolk County,,mosquito,2010,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166906,West Nile virus,USA,VA,Norfolk County,,mosquito,2003,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166907,West Nile virus,USA,VA,Norfolk County,,mosquito,2006,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166908,West Nile virus,USA,VA,Norfolk County,,mosquito,2005,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166909,West Nile virus,USA,VA,Norfolk County,,mosquito,2009,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166910,West Nile virus,USA,VA,Norfolk County,,mosquito,2006,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166911,West Nile virus,USA,VA,Norfolk County,,mosquito,2002,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166912,West Nile virus,USA,VA,Norfolk County,,mosquito,2003,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166913,West Nile virus,USA,VA,Norfolk County,,mosquito,2004,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166914,West Nile virus,USA,VA,Norfolk County,,mosquito,2009,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166915,West Nile virus,USA,VA,Norfolk County,,mosquito,2002,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166916,West Nile virus,USA,VA,Norfolk County,,mosquito,2010,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166917,West Nile virus,USA,VA,Norfolk County,,mosquito,2004,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166918,West Nile virus,USA,VA,Norfolk County,,mosquito,2008,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166919,West Nile virus,USA,VA,Norfolk County,,mosquito,2004,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166920,West Nile virus,USA,VA,Norfolk County,,mosquito,2009,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
MH166921,West Nile virus,USA,VA,Norfolk County,,mosquito,2008,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,
KX547171,West Nile virus,USA,NY,Oneida county,,culiseta sp.,40758,"    Direct Submission
  ",mosquito,Culiseta
KX547192,West Nile virus,USA,NY,Oneida county,,culiseta sp.,40779,"    Direct Submission
  ",mosquito,Culiseta
KX547544,West Nile virus,USA,NY,Onondaga county,,accipiter striatus,40051,"    Direct Submission
  ",bird,Accipitriformes
KX547236,West Nile virus,USA,NY,Onondaga county,,aedes sp.,40801,"    Direct Submission
  ",mosquito,Aedes and Ochlerotatus
KX547416,West Nile virus,USA,NY,Onondaga county,,coquillettidia sp.,40759,"    Direct Submission
  ",mosquito,Psorophora and Coquillettidia
KX547507,West Nile virus,USA,NY,Onondaga county,,coquillettidia sp.,40766,"    Direct Submission
  ",mosquito,Psorophora and Coquillettidia
KX547260,West Nile virus,USA,NY,Onondaga county,,corvus brachyrhynchos,38939,"    Direct Submission
  ",bird,American Crow
KX547262,West Nile virus,USA,NY,Onondaga county,,corvus brachyrhynchos,38553,"    Direct Submission
  ",bird,American Crow
KX547403,West Nile virus,USA,NY,Onondaga county,,corvus brachyrhynchos,38127,"    Direct Submission
  ",bird,American Crow
KX547424,West Nile virus,USA,NY,Onondaga county,,corvus brachyrhynchos,39273,"    Direct Submission
  ",bird,American Crow
KX547184,West Nile virus,USA,NY,Onondaga county,,culex sp.,41514,"    Direct Submission
  ",mosquito,Culex
KX547226,West Nile virus,USA,NY,Onondaga county,,culex sp.,39288,"    Direct Submission
  ",mosquito,Culex
KX547363,West Nile virus,USA,NY,Onondaga county,,culex sp.,37846,"    Direct Submission
  ",mosquito,Culex
KX547402,West Nile virus,USA,NY,Onondaga county,,culex sp.,37517,"    Direct Submission
  ",mosquito,Culex
KX547426,West Nile virus,USA,NY,Onondaga county,,culex sp.,39302,"    Direct Submission
  ",mosquito,Culex
KX547438,West Nile virus,USA,NY,Onondaga county,,culex sp.,40765,"    Direct Submission
  ",mosquito,Culex
KX547497,West Nile virus,USA,NY,Onondaga county,,culex sp.,41122,"    Direct Submission
  ",mosquito,Culex
KX547529,West Nile virus,USA,NY,Onondaga county,,culex sp.,40779,"    Direct Submission
  ",mosquito,Culex
KX547566,West Nile virus,USA,NY,Onondaga county,,culex sp.,37461,"    Direct Submission
  ",mosquito,Culex
KX547167,West Nile virus,USA,NY,Onondaga county,,culiseta sp.,41521,"    Direct Submission
  ",mosquito,Culiseta
KX547170,West Nile virus,USA,NY,Onondaga county,,culiseta sp.,37887,"    Direct Submission
  ",mosquito,Culiseta
KX547198,West Nile virus,USA,NY,Onondaga county,,culiseta sp.,41149,"    Direct Submission
  ",mosquito,Culiseta
KX547252,West Nile virus,USA,NY,Onondaga county,,culiseta sp.,37512,"    Direct Submission
  ",mosquito,Culiseta
KX547291,West Nile virus,USA,NY,Onondaga county,,culiseta sp.,41135,"    Direct Submission
  ",mosquito,Culiseta
KX547301,West Nile virus,USA,NY,Onondaga county,,culiseta sp.,37509,"    Direct Submission
  ",mosquito,Culiseta
KX547322,West Nile virus,USA,NY,Onondaga county,,culiseta sp.,37852,"    Direct Submission
  ",mosquito,Culiseta
KX547325,West Nile virus,USA,NY,Onondaga county,,culiseta sp.,40806,"    Direct Submission
  ",mosquito,Culiseta
KX547414,West Nile virus,USA,NY,Onondaga county,,culiseta sp.,37509,"    Direct Submission
  ",mosquito,Culiseta
KX547428,West Nile virus,USA,NY,Onondaga county,,culiseta sp.,37525,"    Direct Submission
  ",mosquito,Culiseta
KX547430,West Nile virus,USA,NY,Onondaga county,,culiseta sp.,40043,"    Direct Submission
  ",mosquito,Culiseta
KX547450,West Nile virus,USA,NY,Onondaga county,,culiseta sp.,42221,"    Direct Submission
  ",mosquito,Culiseta
KX547467,West Nile virus,USA,NY,Onondaga county,,culiseta sp.,41529,"    Direct Submission
  ",mosquito,Culiseta
KX547540,West Nile virus,USA,NY,Onondaga county,,culiseta sp.,41179,"    Direct Submission
  ",mosquito,Culiseta
KX547550,West Nile virus,USA,NY,Onondaga county,,culiseta sp.,37868,"    Direct Submission
  ",mosquito,Culiseta
KX547551,West Nile virus,USA,NY,Onondaga county,,culiseta sp.,41550,"    Direct Submission
  ",mosquito,Culiseta
KX547565,West Nile virus,USA,NY,Onondaga county,,culiseta sp.,41541,"    Direct Submission
  ",mosquito,Culiseta
KX547576,West Nile virus,USA,NY,Onondaga county,,culiseta sp.,40823,"    Direct Submission
  ",mosquito,Culiseta
KX547619,West Nile virus,USA,NY,Onondaga county,,culiseta sp.,37483,"    Direct Submission
  ",mosquito,Culiseta
KX547197,West Nile virus,USA,NY,Ontario county,,corvus brachyrhynchos,38197,"    Direct Submission
  ",bird,American Crow
KX547258,West Nile virus,USA,NY,Ontario county,,corvus brachyrhynchos,38910,"    Direct Submission
  ",bird,American Crow
KX547493,West Nile virus,USA,NY,Orange county,,corvus brachyrhynchos,38249,"    Direct Submission
  ",bird,American Crow
KX547182,West Nile virus,USA,NY,Orange county,,culex sp.,37510,"    Direct Submission
  ",mosquito,Culex
KX547200,West Nile virus,USA,NY,Orange county,,culex sp.,41137,"    Direct Submission
  ",mosquito,Culex
KX547212,West Nile virus,USA,NY,Orange county,,culex sp.,37894,"    Direct Submission
  ",mosquito,Culex
KX547235,West Nile virus,USA,NY,Orange county,,culex sp.,42229,"    Direct Submission
  ",mosquito,Culex
KX547256,West Nile virus,USA,NY,Orange county,,culex sp.,38209,"    Direct Submission
  ",mosquito,Culex
KX547277,West Nile virus,USA,NY,Orange county,,culex sp.,38253,"    Direct Submission
  ",mosquito,Culex
KX547340,West Nile virus,USA,NY,Orange county,,culex sp.,41137,"    Direct Submission
  ",mosquito,Culex
KX547342,West Nile virus,USA,NY,Orange county,,culex sp.,38939,"    Direct Submission
  ",mosquito,Culex
KX547352,West Nile virus,USA,NY,Orange county,,culex sp.,39674,"    Direct Submission
  ",mosquito,Culex
KX547374,West Nile virus,USA,NY,Orange county,,culex sp.,37491,"    Direct Submission
  ",mosquito,Culex
KX547555,West Nile virus,USA,NY,Orange county,,culex sp.,41107,"    Direct Submission
  ",mosquito,Culex
KX547617,West Nile virus,USA,NY,Orange county,,culex sp.,37859,"    Direct Submission
  ",mosquito,Culex
KX547173,West Nile virus,USA,NY,Orleans county,,corvus brachyrhynchos,38595,"    Direct Submission
  ",bird,American Crow
KX547297,West Nile virus,USA,NY,Orleans county,,corvus brachyrhynchos,39300,"    Direct Submission
  ",bird,American Crow
KX547475,West Nile virus,USA,NY,Orleans county,,corvus brachyrhynchos,38935,"    Direct Submission
  ",bird,American Crow
KX547229,West Nile virus,USA,NY,Orleans county,,cyanocitta cristata,38958,"    Direct Submission
  ",bird,Blue Jay
KX547282,West Nile virus,USA,NY,Orleans county,,cyanocitta cristata,38237,"    Direct Submission
  ",bird,Blue Jay
KX547180,West Nile virus,USA,NY,Oswego county,,corvus brachyrhynchos,38967,"    Direct Submission
  ",bird,American Crow
KX547313,West Nile virus,USA,NY,Oswego county,,corvus brachyrhynchos,38202,"    Direct Submission
  ",bird,American Crow
KX547169,West Nile virus,USA,NY,Oswego county,,culiseta sp.,42249,"    Direct Submission
  ",mosquito,Culiseta
KX547255,West Nile virus,USA,NY,Oswego county,,culiseta sp.,40799,"    Direct Submission
  ",mosquito,Culiseta
KX547269,West Nile virus,USA,NY,Oswego county,,culiseta sp.,41509,"    Direct Submission
  ",mosquito,Culiseta
KX547280,West Nile virus,USA,NY,Oswego county,,culiseta sp.,41162,"    Direct Submission
  ",mosquito,Culiseta
KX547293,West Nile virus,USA,NY,Oswego county,,culiseta sp.,40779,"    Direct Submission
  ",mosquito,Culiseta
KX547324,West Nile virus,USA,NY,Oswego county,,culiseta sp.,41500,"    Direct Submission
  ",mosquito,Culiseta
KX547344,West Nile virus,USA,NY,Oswego county,,culiseta sp.,41479,"    Direct Submission
  ",mosquito,Culiseta
KX547356,West Nile virus,USA,NY,Oswego county,,culiseta sp.,41128,"    Direct Submission
  ",mosquito,Culiseta
KX547375,West Nile virus,USA,NY,Oswego county,,culiseta sp.,40794,"    Direct Submission
  ",mosquito,Culiseta
KX547410,West Nile virus,USA,NY,Oswego county,,culiseta sp.,41120,"    Direct Submission
  ",mosquito,Culiseta
KX547482,West Nile virus,USA,NY,Oswego county,,culiseta sp.,41493,"    Direct Submission
  ",mosquito,Culiseta
KX547514,West Nile virus,USA,NY,Oswego county,,culiseta sp.,41529,"    Direct Submission
  ",mosquito,Culiseta
KX547547,West Nile virus,USA,NY,Oswego county,,culiseta sp.,41144,"    Direct Submission
  ",mosquito,Culiseta
KX547548,West Nile virus,USA,NY,Oswego county,,culiseta sp.,41884,"    Direct Submission
  ",mosquito,Culiseta
KX547556,West Nile virus,USA,NY,Oswego county,,culiseta sp.,41158,"    Direct Submission
  ",mosquito,Culiseta
KX547331,West Nile virus,USA,NY,Oswego county,,cyanocitta cristata,37525,"    Direct Submission
  ",bird,Blue Jay
KX547299,West Nile virus,USA,NY,Otsego county,,corvus brachyrhynchos,37493,"    Direct Submission
  ",bird,American Crow
KX547413,West Nile virus,USA,NY,Otsego county,,corvus brachyrhynchos,38566,"    Direct Submission
  ",bird,American Crow
KX547546,West Nile virus,USA,NY,Otsego county,,corvus brachyrhynchos,38979,"    Direct Submission
  ",bird,American Crow
KX547211,West Nile virus,USA,NY,Putnam county,,corvus brachyrhynchos,38971,"    Direct Submission
  ",bird,American Crow
KX547360,West Nile virus,USA,NY,Putnam county,,corvus brachyrhynchos,38606,"    Direct Submission
  ",bird,American Crow
KX547409,West Nile virus,USA,NY,Putnam county,,corvus brachyrhynchos,37874,"    Direct Submission
  ",bird,American Crow
KX547581,West Nile virus,USA,NY,Putnam county,,culex sp.,37831,"    Direct Submission
  ",mosquito,Culex
KX547381,West Nile virus,USA,NY,Putnam county,,cyanocitta cristata,37897,"    Direct Submission
  ",bird,Blue Jay
DQ164186,West Nile virus,USA,NY,Queens county,,american crow,2002,"    Phylogenetic analysis of North American West Nile virus isolates,
            2001-2004: evidence for the emergence of a dominant genotype
  ",bird,American Crow
KX547590,West Nile virus,USA,NY,Queens county,,carpodacus mexicanus,38239,"    Direct Submission
  ",bird,Passeriformes
KX547223,West Nile virus,USA,NY,Queens county,,corvus brachyrhynchos,38611,"    Direct Submission
  ",bird,American Crow
KX547491,West Nile virus,USA,NY,Queens county,,corvus brachyrhynchos,39329,"    Direct Submission
  ",bird,American Crow
KX547501,West Nile virus,USA,NY,Queens county,,corvus brachyrhynchos,38240,"    Direct Submission
  ",bird,American Crow
KX547422,West Nile virus,USA,NY,Queens county,,cyanocitta cristata,37897,"    Direct Submission
  ",bird,Blue Jay
KX547528,West Nile virus,USA,NY,Queens county,,cyanocitta cristata,39318,"    Direct Submission
  ",bird,Blue Jay
KX547578,West Nile virus,USA,NY,Queens county,,cyanocitta cristata,38643,"    Direct Submission
  ",bird,Blue Jay
KX547589,West Nile virus,USA,NY,Queens county,,cyanocitta cristata,39318,"    Direct Submission
  ",bird,Blue Jay
KX547261,West Nile virus,USA,NY,Queens county,,passer domesticus,37503,"    Direct Submission
  ",bird,Passeriformes
KX547400,West Nile virus,USA,NY,Queens county,,passer domesticus,38959,"    Direct Submission
  ",bird,Passeriformes
KX547249,West Nile virus,USA,NY,Queens county,,quiscalus quiscula,38245,"    Direct Submission
  ",bird,Passeriformes
KX547319,West Nile virus,USA,NY,Rensselaer county,,corvus brachyrhynchos,40063,"    Direct Submission
  ",bird,American Crow
KX547397,West Nile virus,USA,NY,Rensselaer county,,corvus brachyrhynchos,38594,"    Direct Submission
  ",bird,American Crow
KX547600,West Nile virus,USA,NY,Rensselaer county,,corvus brachyrhynchos,40434,"    Direct Submission
  ",bird,American Crow
KX547384,West Nile virus,USA,NY,Richmond county,,carpodacus mexicanus,38936,"    Direct Submission
  ",bird,Passeriformes
