Name,organism,country,city/state,county,isolation_source,host,collection_date, 
HM488172,West Nile virus,USA,CT,,cell supernatant,Ochlerotatus sticticus,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  "
HM488173,West Nile virus,USA,CT,,cell supernatant,Culex restuans,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  "
HM488174,West Nile virus,USA,CT,,cell supernatant,Culex salinarius,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  "
HM488175,West Nile virus,USA,CT,,cell supernatant,Culex restuans,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  "
HM488176,West Nile virus,USA,CT,,cell supernatant,Culex salinarius,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  "
HM488177,West Nile virus,USA,IL,,,Corvus brachyrhynchos,2002,"    Direct Submission
  "
HM488178,West Nile virus,USA,IL,,,Corvus brachyrhynchos,2002,"    Direct Submission
  "
HM488179,West Nile virus,USA,IL,,,Corvus brachyrhynchos,2002,"    Direct Submission
  "
HM488180,West Nile virus,USA,IL,,,Corvus brachyrhynchos,2002,"    Direct Submission
  "
HM488181,West Nile virus,USA,IL,,,Corvus brachyrhynchos,2002,"    Direct Submission
  "
HM488182,West Nile virus,USA,IL,,,Corvus brachyrhynchos,2002,"    Direct Submission
  "
HM488183,West Nile virus,USA,IL,,,Cyanocitta cristata,2002,"    Direct Submission
  "
HM488184,West Nile virus,USA,IL,,,Cyanocitta cristata,2002,"    Direct Submission
  "
HM488185,West Nile virus,USA,IL,,,Cyanocitta cristata,2003,"    Direct Submission
  "
HM488186,West Nile virus,USA,IL,,,Corvus brachyrhynchos,2003,"    Direct Submission
  "
HM488187,West Nile virus,USA,IL,,,Corvus brachyrhynchos,2003,"    Direct Submission
  "
HM488188,West Nile virus,USA,IL,,,Corvus brachyrhynchos,2004,"    Direct Submission
  "
HM488189,West Nile virus,USA,IL,,,Cyanocitta cristata,2004,"    Direct Submission
  "
HM488190,West Nile virus,USA,IL,,,Corvus brachyrhynchos,2004,"    Direct Submission
  "
HM488191,West Nile virus,USA,IL,,,Corvus brachyrhynchos,2004,"    Direct Submission
  "
HM488192,West Nile virus,USA,IL,,,Corvus brachyrhynchos,2005,"    Direct Submission
  "
HM488193,West Nile virus,USA,IL,,,Corvus brachyrhynchos,2005,"    Direct Submission
  "
HM488194,West Nile virus,USA,IL,,,Corvus brachyrhynchos,2005,"    Direct Submission
  "
HM488195,West Nile virus,USA,IL,,,Cyanocitta cristata,2005,"    Direct Submission
  "
HM488196,West Nile virus,USA,IL,,,Corvus brachyrhynchos,2005,"    Direct Submission
  "
HM488197,West Nile virus,USA,IL,,,Corvus brachyrhynchos,2005,"    Direct Submission
  "
HM488198,West Nile virus,USA,IL,,,Culex pipiens,2005,"    Direct Submission
  "
HM488199,West Nile virus,USA,NY,,American crow brain,Corvus brachyrhynchos,2007,"    Direct Submission
  "
HM488200,West Nile virus,USA,NY,,American crow brain,Corvus brachyrhynchos,2007,"    Direct Submission
  "
HM488201,West Nile virus,USA,NY,,American crow brain,Corvus brachyrhynchos,2007,"    Direct Submission
  "
HM488202,West Nile virus,USA,NY,,blue jay brain,Cyanocitta cristata,2007,"    Direct Submission
  "
HM488203,West Nile virus,USA,NY,,American crow brain,Corvus brachyrhynchos,2008,"    Direct Submission
  "
HM488204,West Nile virus,USA,NY,,American crow brain,Corvus brachyrhynchos,2008,"    Direct Submission
  "
HM488205,West Nile virus,USA,NY,,American crow brain,Corvus brachyrhynchos,2008,"    Direct Submission
  "
HM488206,West Nile virus,USA,NY,,American crow brain,Corvus brachyrhynchos,2008,"    Direct Submission
  "
HM488207,West Nile virus,USA,NY,,blue jay brain,Cyanocitta cristata,2008,"    Direct Submission
  "
HM488208,West Nile virus,USA,CT,,cell supernatant,Culex salinarius,2002,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  "
HM488209,West Nile virus,USA,CT,,cell supernatant,Ochlerotatus sticticus,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  "
HM488210,West Nile virus,USA,CT,,cell supernatant,Culiseta melanura,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  "
HM488211,West Nile virus,USA,CT,,cell supernatant,Culex restuans,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  "
HM488212,West Nile virus,USA,CT,,cell supernatant,Culex salinarius,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  "
HM488213,West Nile virus,USA,CT,,cell supernatant,Culex restuans,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  "
HM488214,West Nile virus,USA,CT,,cell supernatant,Culex pipiens,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  "
HM488215,West Nile virus,USA,CT,,cell supernatant,Culiseta melanura,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  "
HM488216,West Nile virus,USA,CT,,cell supernatant,Culiseta melanura,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  "
HM488217,West Nile virus,USA,CT,,cell supernatant,Culex salinarius,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  "
HM488218,West Nile virus,USA,CT,,cell supernatant,Culex pipiens,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  "
HM488219,West Nile virus,USA,CT,,cell supernatant,Culex pipiens,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  "
HM488220,West Nile virus,USA,CT,,cell supernatant,Culex salinarius,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  "
HM488221,West Nile virus,USA,CT,,cell supernatant,Culiseta melanura,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  "
HM488222,West Nile virus,USA,CT,,cell supernatant,Culiseta melanura,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  "
HM488223,West Nile virus,USA,CT,,cell supernatant,Culiseta melanura,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  "
HM488224,West Nile virus,USA,CT,,cell supernatant,Culiseta melanura,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  "
HM488225,West Nile virus,USA,CT,,cell supernatant,Aedes cinereus,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  "
HM488226,,,CT,,,,2003,
HM488227,,,CT,,,,2003,
HM488228,,,CT,,,,2003,
HM488229,,,CT,,,,2003,
HM488230,,,CT,,,,2003,
HM488231,West Nile virus,USA,CT,,cell supernatant,Culiseta melanura,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  "
HM488232,West Nile virus,USA,CT,,cell supernatant,Culiseta melanura,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  "
HM488233,West Nile virus,USA,CT,,cell supernatant,Aedes vexans,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  "
HM488234,West Nile virus,USA,CT,,cell supernatant,Culex salinarius,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  "
HM488235,West Nile virus,USA,CT,,cell supernatant,Culiseta melanura,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  "
HM488236,West Nile virus,USA,CT,,cell supernatant,Culiseta melanura,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  "
HM488237,West Nile virus,USA,NY,,American crow brain,Corvus brachyrhynchos,2008,"    Direct Submission
  "
HM488238,West Nile virus,USA,NY,,American crow brain,Corvus brachyrhynchos,2008,"    Direct Submission
  "
HM488239,West Nile virus,USA,NY,,American crow brain,Corvus brachyrhynchos,2008,"    Direct Submission
  "
HM488240,West Nile virus,USA,NY,,blue jay brain,Cyanocitta cristata,2008,"    Direct Submission
  "
HM488241,West Nile virus,USA,NY,,American crow brain,Corvus brachyrhynchos,2008,"    Direct Submission
  "
HM488242,West Nile virus,USA,NY,,black-capped chickadee brain,Poecile atricapilla,2008,"    Direct Submission
  "
HM488243,West Nile virus,USA,NY,,American crow brain,Corvus brachyrhynchos,2008,"    Direct Submission
  "
HM488244,West Nile virus,USA,NY,,American kestrel brain,Falco sparverius,2008,"    Direct Submission
  "
HM488245,West Nile virus,USA,NY,,American crow brain,Corvus brachyrhynchos,2008,"    Direct Submission
  "
HM488246,West Nile virus,USA,NY,,American crow brain,Corvus brachyrhynchos,2001,"    Direct Submission
  "
HM488247,West Nile virus,USA,NY,,American crow brain,Corvus brachyrhynchos,2001,"    Direct Submission
  "
HM488248,West Nile virus,USA,NY,,American crow brain,Corvus brachyrhynchos,2001,"    Direct Submission
  "
HM488249,West Nile virus,USA,NY,,American crow brain,Corvus brachyrhynchos,2001,"    Direct Submission
  "
HM488250,West Nile virus,USA,NY,,American crow brain,Corvus brachyrhynchos,2003,"    Direct Submission
  "
HM488251,West Nile virus,USA,NY,,American crow brain,Corvus brachyrhynchos,2003,"    Direct Submission
  "
HM488252,West Nile virus,USA,NY,,American crow brain,Corvus brachyrhynchos,2005,"    Direct Submission
  "
HM488253,West Nile virus,USA,IL,,,Culex sp.,2006,"    Direct Submission
  "
HM488254,West Nile virus,USA,IL,,,Culex sp.,2007,"    Direct Submission
  "
HM756648,West Nile virus,USA,CT,,cell supernatant,Ochlerotatus trivittatus,2002,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  "
HM756649,West Nile virus,USA,CT,,cell supernatant,Culex pipiens,2006,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  "
HM756650,West Nile virus,USA,CT,,cell supernatant,Culex salinarius,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  "
HM756651,West Nile virus,USA,CT,,cell supernatant,Ochlerotatus trivittatus,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  "
HM756652,West Nile virus,USA,CT,,cell supernatant,Aedes cinereus,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  "
HM756653,West Nile virus,USA,CT,,cell supernatant,Culex pipiens,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  "
HM756654,West Nile virus,USA,CT,,cell supernatant,Culex salinarius,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  "
HM756656,West Nile virus,USA,CT,,cell supernatant,Culiseta melanura,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  "
HM756657,West Nile virus,USA,CT,,cell supernatant,Culex pipiens,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  "
HM756658,West Nile virus,USA,CT,,cell supernatant,Culiseta melanura,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  "
HM756659,West Nile virus,USA,CT,,cell supernatant,Culiseta melanura,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  "
HM756660,West Nile virus,USA,NY,,Cooper's hawk brain,Accipiter cooperii,2008,"    Direct Submission
  "
HM756661,West Nile virus,USA,NY,,American crow brain,Corvus brachyrhynchos,2001,"    Direct Submission
  "
HM756662,West Nile virus,USA,NY,,American crow brain,Corvus brachyrhynchos,2001,"    Direct Submission
  "
HM756663,West Nile virus,USA,NY,,American crow brain,Corvus brachyrhynchos,2001,"    Direct Submission
  "
HM756664,West Nile virus,USA,NY,,American crow brain,Corvus brachyrhynchos,2002,"    Direct Submission
  "
HM756665,West Nile virus,USA,NY,,American crow brain,Corvus brachyrhynchos,2002,"    Direct Submission
  "
HM756666,West Nile virus,USA,NY,,American crow brain,Corvus brachyrhynchos,2003,"    Direct Submission
  "
